i	subtype	clegId	det	hm	more
94	rod	r/18:b,-a,c	1.0	r/pc m 2 m
95	rod	r/18:-c,b,a	1.0	r/pa m m 2
96	rod	r/18:b,c,a	1.0	r/pb m m 2
97	rod	r/18:a,-c,b	1.0	r/pb 2 m m
98	rod	r/18:-c,-a,b	1.0	r/pa m 2 m
99	rod	r/19:a,b,c	1.0	r/pc 2 c m
100	rod	r/19:b,-a,c	1.0	r/pc c 2 m
101	rod	r/19:-c,b,a	1.0	r/pa m a 2
102	rod	r/19:b,c,a	1.0	r/pb b m 2
103	rod	r/19:a,-c,b	1.0	r/pb 2 m b
104	rod	r/19:-c,-a,b	1.0	r/pa m 2 a
105	rod	r/20:a,b,c	1.0	r/pc m m m
106	rod	r/20:b,-a,c	1.0	r/pc m m m
107	rod	r/20:-c,b,a	1.0	r/pa m m m
108	rod	r/20:b,c,a	1.0	r/pb m m m
109	rod	r/20:a,-c,b	1.0	r/pb m m m
110	rod	r/20:-c,-a,b	1.0	r/pa m m m
111	rod	r/21:a,b,c	1.0	r/pc c c m
112	rod	r/21:b,-a,c	1.0	r/pc c c m
113	rod	r/21:-c,b,a	1.0	r/pa m a a
114	rod	r/21:b,c,a	1.0	r/pb b m b
115	rod	r/21:a,-c,b	1.0	r/pb b m b
116	rod	r/21:-c,-a,b	1.0	r/pa m a a
117	rod	r/22:a,b,c	1.0	r/pc m c m
118	rod	r/22:b,-a,c	1.0	r/pc c m m
119	rod	r/22:-c,b,a	1.0	r/pa m a m
120	rod	r/22:b,c,a	1.0	r/pb b m m
121	rod	r/22:a,-c,b	1.0	r/pb m m b
122	rod	r/22:-c,-a,b	1.0	r/pa m m a
123	rod	r/23:a,b,c	1.0	r/p 4
124	rod	r/24:a,b,c	1.0	r/p 41
125	rod	r/25:a,b,c	1.0	r/p 42
126	rod	r/26:a,b,c	1.0	r/p 43
127	rod	r/27:a,b,c	1.0	r/p -4
128	rod	r/28:a,b,c	1.0	r/p 4/m
129	rod	r/29:a,b,c	1.0	r/p 42/m
130	rod	r/30:a,b,c	1.0	r/p 4 2 2
131	rod	r/31:a,b,c	1.0	r/p 41 2 2
132	rod	r/32:a,b,c	1.0	r/p 42 2 2
133	rod	r/33:a,b,c	1.0	r/p 43 2 2
134	rod	r/34:a,b,c	1.0	r/p 4 m m
135	rod	r/35:a,b,c	1.0	r/p 42 c m :1
136	rod	r/35:a+b,-a+b,c	2.0	r/p 42 m c :2
137	rod	r/36:a,b,c	1.0	r/p 4 c c
138	rod	r/37:a,b,c	1.0	r/p -4 2 m :1
139	rod	r/37:a+b,-a+b,c	2.0	r/p -4 m 2 :2
140	rod	r/38:a,b,c	1.0	r/p -4 2 c :1
141	rod	r/38:a+b,-a+b,c	2.0	r/p -4 c 2 :2
142	rod	r/39:a,b,c	1.0	r/p 4/m m m
143	rod	r/40:a,b,c	1.0	r/p 4/m c c
144	rod	r/41:a,b,c	1.0	r/p 42/m m c :1
145	rod	r/41:a+b,-a+b,c	2.0	r/p 42/m c m :2
146	rod	r/42:a,b,c	1.0	r/p 3
147	rod	r/43:a,b,c	1.0	r/p 31
148	rod	r/44:a,b,c	1.0	r/p 32
149	rod	r/45:a,b,c	1.0	r/p -3
150	rod	r/46:a,b,c	1.0	r/p 3 1 2 :1
151	rod	r/46:a+b,-a+b,c	2.0	r/p 3 2 1 :2
152	rod	r/47:a,b,c	1.0	r/p 31 1 2 :1
153	rod	r/47:a+b,-a+b,c	2.0	r/p 31 2 1 :2
154	rod	r/48:a,b,c	1.0	r/p 32 1 2 :1
155	rod	r/48:a+b,-a+b,c	2.0	r/p 32 2 1 :2
156	rod	r/49:a,b,c	1.0	r/p 3 m 1 :1
157	rod	r/49:a+b,-a+b,c	2.0	r/p 3 1 m :2
158	rod	r/50:a,b,c	1.0	r/p 3 c 1 :1
159	rod	r/50:a+b,-a+b,c	2.0	r/p 3 1 c :2
160	rod	r/51:a,b,c	1.0	r/p -3 1 m :1
161	rod	r/51:a+b,-a+b,c	2.0	r/p -3 m 1 :2
162	rod	r/52:a,b,c	1.0	r/p -3 1 c :1
163	rod	r/52:a+b,-a+b,c	2.0	r/p -3 c 1 :2
164	rod	r/53:a,b,c	1.0	r/p 6
165	rod	r/54:a,b,c	1.0	r/p 61
166	rod	r/55:a,b,c	1.0	r/p 62
167	rod	r/56:a,b,c	1.0	r/p 63
168	rod	r/57:a,b,c	1.0	r/p 64
169	rod	r/58:a,b,c	1.0	r/p 65
170	rod	r/59:a,b,c	1.0	r/p -6
171	rod	r/60:a,b,c	1.0	r/p 6/m
172	rod	r/61:a,b,c	1.0	r/p 63/m
173	rod	r/62:a,b,c	1.0	r/p 6 2 2
174	rod	r/63:a,b,c	1.0	r/p 61 2 2
175	rod	r/64:a,b,c	1.0	r/p 62 2 2
176	rod	r/65:a,b,c	1.0	r/p 63 2 2
177	rod	r/66:a,b,c	1.0	r/p 64 2 2
178	rod	r/67:a,b,c	1.0	r/p 65 2 2
179	rod	r/68:a,b,c	1.0	r/p 6 m m
180	rod	r/69:a,b,c	1.0	r/p 6 c c
181	rod	r/70:a,b,c	1.0	r/p 63 m c :1
182	rod	r/70:a+b,-a+b,c	2.0	r/p 63 c m :2
183	rod	r/71:a,b,c	1.0	r/p -6 m 1 :1
184	rod	r/71:a+b,-a+b,c	2.0	r/p -6 2 m :2
185	rod	r/72:a,b,c	1.0	r/p -6 c 2 :1
186	rod	r/72:a+b,-a+b,c	2.0	r/p -6 2 c :2
187	rod	r/73:a,b,c	1.0	r/p 6/m m m
188	rod	r/74:a,b,c	1.0	r/p 6/m c c
189	rod	r/75:a,b,c	1.0	r/p 63/m m c :1
190	rod	r/75:a+b,-a+b,c	2.0	r/p 63/m c m :2
